timestamp,file_type_name,chunking_strategy_name,total_processing_time_seconds,llm_evaluation_score_1_to_5,avg_cosine_similarity_chunks_vs_original,number_of_chunks,chunking_method,chunking_params,file_type_description,test_file_path,chunks_output_file,evaluation_module_runtime_seconds
20250527_110811_030774,itemized_text,recursive_char_split_150_overlap_15,0.0001,N/A,1.0,1,recursive_character_text_splitter,"{'chunk_size': 150, 'chunk_overlap': 15, 'separators': ['\n\n', '\n', ' ', '']}",Text structured with clear itemization or bullet points. Example: a list of rules or product features.,data/rules.txt,itemized_text_recursive_char_split_150_overlap_15_20250527_110811_030774_chunks.txt,0.0035
